"Name","Location","Function Signature","Function Size"
"syscall.init.0","00477910","undefined syscall.init.0(char * param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, int param_6)","341"
"syscall.LoadDLL","00477a70","undefined syscall.LoadDLL(undefined * * param_1\, int * param_2)","741"
"syscall.(*DLL).FindProc","00477d60","undefined syscall.(*DLL).FindProc(undefined4 * param_1\, undefined4 * param_2\, undefined * param_3)","639"
"syscall.(*LazyDLL).Load","00477fe0","undefined syscall.(*LazyDLL).Load(uint * param_1)","288"
"syscall.(*LazyDLL).Load.func1","00478110","undefined syscall.(*LazyDLL).Load.func1(undefined4 param_1\, int param_2\, undefined1 param_3)","62"
"syscall.(*LazyProc).Find","00478150","undefined syscall.(*LazyProc).Find(uint * param_1)","361"
"syscall.(*LazyProc).Find.func1","004782d0","undefined syscall.(*LazyProc).Find.func1(undefined4 param_1\, int param_2\, undefined1 param_3)","62"
"syscall.ByteSliceFromString","00478310","undefined syscall.ByteSliceFromString(undefined4 * param_1\, uint param_2)","196"
"syscall.UTF16FromString","004783e0","undefined syscall.UTF16FromString(char * param_1\, uint param_2)","667"
"syscall.UTF16ToString","00478680","undefined syscall.UTF16ToString(int param_1\, uint param_2\, uint param_3)","151"
"syscall.Errno.Error","00478720","undefined syscall.Errno.Error(uint param_1)","528"
"syscall.Write","00478930","undefined syscall.Write(undefined4 param_1\, undefined4 param_2\, int param_3\, undefined4 param_4)","155"
"syscall.CancelIoEx","004789d0","undefined syscall.CancelIoEx(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","239"
"syscall.CloseHandle","00478ac0","undefined syscall.CloseHandle(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","231"
"syscall.FindClose","00478bb0","undefined syscall.FindClose(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","231"
"syscall.formatMessage","00478ca0","undefined syscall.formatMessage(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, int param_6\, undefined4 param_7\, undefined4 param_8)","319"
"syscall.GetCommandLine","00478de0","undefined syscall.GetCommandLine(undefined4 param_1)","148"
"syscall.GetConsoleMode","00478e80","undefined syscall.GetConsoleMode(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","239"
"syscall.GetFileType","00478f70","undefined syscall.GetFileType(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","243"
"syscall.GetStdHandle","00479070","undefined syscall.GetStdHandle(undefined4 param_1)","1"
"syscall.getSystemDirectory","00479170","undefined syscall.getSystemDirectory(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5)","251"
"syscall.SetFileCompletionNotificationModes","00479270","undefined syscall.SetFileCompletionNotificationModes(undefined4 param_1\, byte param_2)","235"
"syscall.WriteConsole","00479360","undefined syscall.WriteConsole(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6\, undefined4 param_7)","279"
"syscall.writeFile","00479480","undefined syscall.writeFile(undefined4 param_1\, undefined4 param_2\, int param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","291"
"syscall.WSAEnumProtocols","004795b0","undefined syscall.WSAEnumProtocols(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","268"
"syscall.WSAIoctl","004796c0","undefined syscall.WSAIoctl(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6\, undefined4 param_7\, undefined4 param_8\, undefined4 param_9\, undefined4 param_10\, undefined4 param_11)","310"
"syscall.WSASend","00479800","undefined syscall.WSASend(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6\, undefined4 param_7\, undefined4 param_8\, undefined4 param_9)","310"
"syscall.WSAStartup","00479940","undefined syscall.WSAStartup(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","194"
"syscall.Closesocket","00479a10","undefined syscall.Closesocket(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","230"
"syscall.init","00479b00","undefined syscall.init()","1"
"type:.eq.syscall.DLLError","0047e3e0","undefined type:.eq.syscall.DLLError(int * param_1\, int * param_2)","185"
"syscall.(*Errno).Error","0047e4a0","undefined syscall.(*Errno).Error(uint * param_1\, undefined4 param_2\, undefined4 param_3)","1"
"type:.eq.syscall.DLL","0047e500","undefined type:.eq.syscall.DLL(int * param_1\, int * param_2)","89"
"type:.eq.syscall.Proc","0047e560","undefined type:.eq.syscall.Proc(int * param_1\, int * param_2)","97"
"type:.eq.syscall.LazyDLL","0047e5d0","undefined type:.eq.syscall.LazyDLL(int * param_1\, int * param_2)","105"
"type:.eq.syscall.LazyProc","0047e640","undefined type:.eq.syscall.LazyProc(int * param_1\, int * param_2)","113"
"internal/syscall/windows/registry.init","0047e6c0","undefined internal/syscall/windows/registry.init(void)","1093"
"time.init","0047eb10","undefined time.init(void)","1192"
"type:.eq.time.abbr","0047efc0","undefined type:.eq.time.abbr(int * param_1\, int * param_2)","134"
"path.init","0047f050","undefined path.init(void)","1"
"io/fs.(*PathError).Error","0047f0c0","undefined io/fs.(*PathError).Error(undefined4 * param_1)","1"
"io/fs.init","0047f170","undefined io/fs.init(void)","422"
"type:.eq.io/fs.PathError","0047f320","undefined type:.eq.io/fs.PathError(int * param_1\, int * param_2)","189"
"internal/syscall/windows.UTF16PtrToString","0047f3e0","undefined internal/syscall/windows.UTF16PtrToString(short * param_1)","191"
"internal/syscall/windows.GetModuleFileName","0047f4a0","undefined internal/syscall/windows.GetModuleFileName(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","251"
"internal/syscall/windows.init","0047f5a0","undefined internal/syscall/windows.init(void)","4334"
"internal/poll.errNetClosing.Error","00480690","undefined internal/poll.errNetClosing.Error(void)","1"
"internal/poll.(*DeadlineExceededError).Error","004806c0","undefined internal/poll.(*DeadlineExceededError).Error(undefined param_1\, undefined4 param_2\, undefined4 param_3)","44"
"internal/poll.(*fdMutex).increfAndClose","004806f0","undefined internal/poll.(*fdMutex).increfAndClose(longlong * param_1)","317"
"internal/poll.(*fdMutex).decref","00480830","undefined internal/poll.(*fdMutex).decref(longlong * param_1)","162"
"internal/poll.(*fdMutex).rwlock","004808e0","undefined internal/poll.(*fdMutex).rwlock(longlong * param_1\, char param_2)","392"
"internal/poll.(*fdMutex).rwunlock","00480a70","undefined internal/poll.(*fdMutex).rwunlock(longlong * param_1\, char param_2)","375"
"internal/poll.(*FD).decref","00480bf0","undefined internal/poll.(*FD).decref(longlong * param_1)","103"
"internal/poll.(*FD).writeUnlock","00480c60","undefined internal/poll.(*FD).writeUnlock(longlong * param_1)","72"
"internal/poll.(*pollDesc).init","00480cb0","undefined internal/poll.(*pollDesc).init(undefined * * param_1\, int param_2)","163"
"internal/poll.(*pollDesc).prepare","00480d60","undefined internal/poll.(*pollDesc).prepare(int * param_1\, int param_2)","281"
"internal/poll.(*pollDesc).wait","00480e80","undefined internal/poll.(*pollDesc).wait(int * param_1\, int param_2)","316"
"internal/poll.checkSetFileCompletionNotificationModes","00480fc0","undefined internal/poll.checkSetFileCompletionNotificationModes(void)","228"
"internal/poll.init.0","004810b0","undefined internal/poll.init.0(void)","135"
"internal/poll.execIO","00481140","undefined internal/poll.execIO(undefined * * param_1\, undefined * * param_2\, undefined * * param_3\, undefined * * param_4\, undefined4 param_5\, int param_6)","1218"
"internal/poll.(*FD).Init","00481610","undefined internal/poll.(*FD).Init(int param_1\, int * param_2\, int param_3\, char param_4)","1324"
"internal/poll.(*FD).destroy","00481b40","undefined internal/poll.(*FD).destroy(int param_1)","215"
"internal/poll.(*FD).Close","00481c20","undefined internal/poll.(*FD).Close(longlong * param_1)","231"
"internal/poll.(*FD).Write","00481d10","undefined internal/poll.(*FD).Write(longlong * param_1\, undefined4 * * * * param_2\, undefined4 * * * * param_3\, longlong * param_4)","990"
"internal/poll.(*FD).Write.func3","004820f0","undefined internal/poll.(*FD).Write.func3(undefined4 param_1\, int param_2\, undefined1 param_3)","62"
"internal/poll.(*FD).Write.func2","00482130","undefined internal/poll.(*FD).Write.func2(undefined4 param_1\, int param_2\, undefined1 param_3)","62"
"internal/poll.(*FD).writeConsole","00482170","undefined internal/poll.(*FD).writeConsole(int param_1\, undefined4 * * * * param_2\, undefined4 * * * * param_3\, undefined4 * * * * param_4)","1319"
"internal/poll.(*FD).Write.func1","004826a0","undefined internal/poll.(*FD).Write.func1(int param_1)","108"
"internal/poll.init","00482710","undefined internal/poll.init(void)","261"
"internal/poll.(*errNetClosing).Error","00482820","undefined internal/poll.(*errNetClosing).Error(int param_1\, undefined4 param_2\, undefined4 param_3)","1"
"internal/safefilepath.init","00482870","undefined internal/safefilepath.init(void)","106"
"os.init.0","004828e0","undefined os.init.0(void)","253"
"os.readNextArg","004829e0","undefined os.readNextArg(byte * param_1\, int param_2)","932"
"os.commandLineToArgv","00482d90","undefined os.commandLineToArgv(undefined4 * param_1\, undefined4 * param_2)","324"
"os.Executable","00482ee0","undefined os.Executable(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","76"
"os.getModuleFileName","00482f30","undefined os.getModuleFileName(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5)","236"
"os.(*File).Write","00483020","undefined os.(*File).Write(longlong * * param_1\, undefined4 * * * * param_2\, undefined4 * * * * param_3\, longlong * param_4)","505"
"os.newFile","00483220","undefined os.newFile(int * param_1\, int * param_2\, int * param_3\, int * param_4\, int param_5)","412"
"os.(*file).close","004833c0","undefined os.(*file).close(longlong * param_1)","447"
"os.init.1","00483580","undefined os.init.1(void)","26"
"os.init","004835a0","undefined os.init(void)","884"
"type:.eq.os.dirInfo","00483920","undefined type:.eq.os.dirInfo(int param_1\, int param_2)","160"
"fmt.(*fmt).writePadding","004839c0","undefined fmt.(*fmt).writePadding(int * * param_1\, uint param_2)","326"
"fmt.(*fmt).pad","00483b10","undefined fmt.(*fmt).pad(int * * param_1\, undefined4 * param_2\, uint param_3)","643"
"fmt.(*fmt).padString","00483da0","undefined fmt.(*fmt).padString(int * * param_1\, undefined4 * param_2\, uint param_3)","635"
"fmt.(*fmt).fmtBoolean","00484020","undefined fmt.(*fmt).fmtBoolean(int * * param_1\, char param_2)","103"
"fmt.(*fmt).fmtUnicode","00484090","undefined fmt.(*fmt).fmtUnicode(int * * param_1\, uint param_2\, uint param_3)","878"
"fmt.(*fmt).fmtInteger","00484400","undefined fmt.(*fmt).fmtInteger(int * * param_1\, int * param_2\, int * * param_3\, int * param_4\, char param_5\, int param_6\, int param_7\, int * param_8)","1651"
"fmt.(*fmt).truncate","00484a80","undefined fmt.(*fmt).truncate(int param_1\, int param_2\, uint param_3\, uint param_4)","226"
"fmt.(*fmt).fmtS","00484b70","undefined fmt.(*fmt).fmtS(int * * param_1\, undefined4 * param_2\, uint param_3)","177"
"fmt.(*fmt).fmtBs","00484c30","undefined fmt.(*fmt).fmtBs(int * * param_1\, int param_2\, uint param_3\, uint param_4)","104"
"fmt.(*fmt).fmtSbx","00484ca0","undefined fmt.(*fmt).fmtSbx(int * * param_1\, int param_2\, int * param_3\, int param_4\, int * param_5\, undefined4 param_6\, int param_7\, int * param_8)","1026"
"fmt.(*fmt).fmtQ","004850b0","undefined fmt.(*fmt).fmtQ(int * * param_1\, byte * param_2\, undefined4 * param_3)","488"
"fmt.(*fmt).fmtC","004852a0","undefined fmt.(*fmt).fmtC(int * * param_1\, uint param_2\, int param_3)","182"
"fmt.(*fmt).fmtQc","00485360","undefined fmt.(*fmt).fmtQc(int * * param_1\, uint param_2\, int param_3)","251"
"fmt.(*fmt).fmtFloat","00485460","undefined fmt.(*fmt).fmtFloat(int * * param_1\, double param_2\, int * param_3\, int * param_4\, int * param_5)","1790"
"fmt.glob..func1","00485b60","undefined fmt.glob..func1(void)","1"
"fmt.newPrinter","00485ba0","undefined fmt.newPrinter(undefined4 param_1)","153"
"fmt.(*pp).free","00485c40","undefined fmt.(*pp).free(longlong * param_1)","309"
"fmt.(*pp).Write","00485d80","undefined fmt.(*pp).Write(undefined4 * param_1\, undefined4 * param_2\, uint param_3)","220"
"fmt.Fprintln","00485e60","undefined fmt.Fprintln(int param_1\, undefined4 param_2\, int param_3\, int param_4)","180"
"fmt.getField","00485f20","undefined fmt.getField(int param_1\, undefined4 param_2\, uint param_3\, uint param_4)","142"
"fmt.(*pp).unknownType","00485fb0","undefined fmt.(*pp).unknownType(undefined4 * param_1\, undefined * param_2\, undefined4 * param_3\, undefined4 * param_4)","613"
"fmt.(*pp).badVerb","00486220","undefined fmt.(*pp).badVerb(double * param_1\, undefined * * param_2)","1352"
"fmt.(*pp).fmtBool","00486770","undefined fmt.(*pp).fmtBool(int param_1\, char param_2\, int param_3)","90"
"fmt.(*pp).fmt0x64","004867d0","undefined fmt.(*pp).fmt0x64(int param_1\, int * param_2\, int * * param_3\, undefined param_4)","133"
"fmt.(*pp).fmtInteger","00486860","undefined fmt.(*pp).fmtInteger(double * param_1\, int * param_2\, int * * param_3\, char param_4\, undefined * * param_5)","799"
"fmt.(*pp).fmtFloat","00486b80","undefined fmt.(*pp).fmtFloat(int param_1\, double param_2\, int * param_3\, int * param_4)","346"
"fmt.(*pp).fmtComplex","00486ce0","undefined fmt.(*pp).fmtComplex(undefined4 * param_1\, double param_2\, double param_3\, int param_4\, int * param_5)","435"
"fmt.(*pp).fmtString","00486ea0","undefined fmt.(*pp).fmtString(int param_1\, undefined4 * param_2\, int * param_3\, int param_4)","407"
"fmt.(*pp).fmtBytes","00487040","undefined fmt.(*pp).fmtBytes(undefined4 * param_1\, undefined4 * param_2\, int * param_3\, uint param_4\, undefined4 * param_5\, undefined4 * param_6\, uint param_7)","1684"
"fmt.(*pp).fmtPointer","004876e0","undefined fmt.(*pp).fmtPointer(double * param_1\, int * param_2\, undefined4 * param_3\, undefined4 * param_4\, undefined * * param_5)","1083"
"fmt.(*pp).catchPanic","00487b20","undefined fmt.(*pp).catchPanic(double * param_1\, int param_2\, undefined4 * param_3\, uint param_4\, undefined4 * param_5\, uint param_6)","1309"
"fmt.(*pp).handleMethods","00488040","undefined fmt.(*pp).handleMethods(int param_1\, int param_2)","1262"
"fmt.(*pp).handleMethods.func4","00488530","undefined fmt.(*pp).handleMethods.func4(undefined4 param_1\, int param_2\, undefined1 param_3)","101"
"fmt.(*pp).handleMethods.func3","004885a0","undefined fmt.(*pp).handleMethods.func3(undefined4 param_1\, int param_2\, undefined1 param_3)","101"
"fmt.(*pp).handleMethods.func2","00488610","undefined fmt.(*pp).handleMethods.func2(undefined4 param_1\, int param_2\, undefined1 param_3)","101"
"fmt.(*pp).handleMethods.func1","00488680","undefined fmt.(*pp).handleMethods.func1(undefined4 param_1\, int param_2\, undefined1 param_3)","101"
"fmt.(*pp).printArg","004886f0","undefined fmt.(*pp).printArg(double * param_1\, double * param_2\, double * param_3\, double * param_4)","2082"
"fmt.(*pp).printValue","00488f20","undefined fmt.(*pp).printValue(double * param_1\, double * param_2\, double * param_3\, double * param_4\, double * param_5\, double * param_6\, double * param_7)","7947"
"fmt.(*pp).doPrintln","0048ae30","undefined fmt.(*pp).doPrintln(double * param_1\, int param_2\, int param_3)","337"
"fmt.init","0048af90","undefined fmt.init(void)","187"
"type:.eq.fmt.fmt","0048b050","undefined type:.eq.fmt.fmt(int * param_1\, int * param_2)","173"
"main.main","0048b100","undefined main.main(void)","116"
